,r1_smiles,r1HitCount,r2_smiles,r2HitCount,r3_smiles,r3HitCount,r1r2_smiles,r1r2HitCount,r1r3_smiles,r1r3HitCount,r2r3_smiles,r2r3HitCount,r1r2r3_smiles,r1r2r3HitCount
73,,,[H]N(C(OC(C)(C)C)=O)C1CCC(NC)CC1,1.890673017824216,O=Cc1cc(nn1)c2ncccc2,3.5635948063921328,O=C(O)CCCCC=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,11.782104717271052,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-CCCNS(=O)(=O)c1ccc(C(O)=O)cc1,22.30571988322065,Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)C1CN(CC1)C(=O)OCc2ccccc2,10.89888406576521,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(nn1)C2CCOCC2,5.988158804548249
74,,,CC(C)(C)OC(=O)Nc1cc2c(CNCCO2)cc1,1.884613168408113,OC(=O)C1c2c(CCC1)sc(C)n2,3.5296558082360177,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-OC(=O)c1cc2c(ccc(N)c2)n1,11.548795712968657,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-OC(=O)c1nc(sc1)c2nccnc2,21.65603872157345,O=C(OC(C)(C)C)Nc1nn2c(CNCC2)c1-OC(=O)c1nc2c(cc1)C(=O)NC=C2,10.89888406576521,O=C1C2=C(C=C(C=C2)N3CCC(C=O)CC3)CN1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,5.988158804548249
75,,,Nc1nn(Cc2ccccc2)c(C)c1,1.8724934695759063,O=Cc1n(C)nc(c1)c2ccccc2,3.512686309157959,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-COc1cc2c(CC(N)C(O)=O)cnc2cc1,11.548795712968657,O=C1C2=C(C=CC(N3CCC(C=O)CC3)=C2)N=C(C)N1CCCC(O)=O-CCCNS(=O)(=O)c1ccc(C(O)=O)cc1,21.65603872157345,NCc1n(C)c2c(n1)cc(cc2)C(F)(F)F-OC(=O)CC1C(=O)Nc2c(cccc2)C1,10.89888406576521,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,5.988158804548249
76,,,Cl.Cl.NCCc1c2c(ccnc2)nc1,1.8421942224953904,OC(=O)CCc1ccc(cc1)S(=O)(N)=O,3.495716810079901,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O-Nc1cc(nn1)c2occc2,11.315486708666258,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,21.43947833435772,NCc1n2c(nn1)ccc(C(F)(F)F)c2-O=Cc1c(cccc1)N(C)C2CCN(C)CC2,10.547307160417947,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(no1)c2ccccc2,5.988158804548249
77,,,CC(C)(C)OC(=O)Nc1cc2c(CCCN2)cc1,1.8421942224953904,OC(=O)c1c2c(nnc2)ccc1F,3.495716810079901,OC(CCC1=CC=NC(C2=CC=C(C=O)C=C2)=C1)=O-COc1cc2c(CC(N)C(O)=O)cnc2cc1,11.19883220651506,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-CCCNS(=O)(=O)c1ccc(C(O)=O)cc1,21.22291794714198,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(no1)c2c(F)cccc2,10.547307160417947,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O-NCc1nc(sc1)c2sccc2-OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,5.988158804548249
78,,,Nc1ccc(cc1)Oc2c(Cl)cccc2,1.836134373079287,OC(=O)c1ncc(OCc2ccccc2)nc1,3.4448083128457285,OC(CCCC1=CC=C(C=O)C=C1)=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,10.848868700061464,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,21.006357559926247,NCCCN1C(=O)C2(CCCC2)NC1=O-OC(=O)CN1c2c(cccc2)OC(F)(F)C1=O,10.547307160417947,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1sc(nc1)c2cc(F)ccc2,5.988158804548249
79,,,Cl.NCc1c(cccc1)COc2ccccc2,1.830074523663184,OC(=O)c1ocnc1,3.4448083128457285,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-Cl.COC(=O)C(N)Cc1c2c(cccc2)oc1,10.498905193607866,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O-OC(=O)c1c2c(nccn2)cc(F)c1,20.78979717271051,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=CC1CC(F)(F)CC1,10.547307160417947,OC(CCCN1CC2=C(C=CC(C#CC=O)=C2)C1=O)=O-CC(C)(C)OC(=O)N1[C@H](C)CNCC1-COc1cc2c(cc1)c(CC(O)=O)co2,5.988158804548249
80,,,Nc1ccc(cc1)Oc2ccc(Cl)cc2,1.8058351259987708,OC(=O)c1cc(c(Cl)cc1)S(=O)(N)=O,3.4278388137676705,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-Cl.CCOC(=O)C(N)CCc1nccnc1,10.498905193607866,O=C(O)CCCCNC1=NN(C)C2=C1C=CC(C=O)=C2-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,20.57323678549477,Cl.Cl.Cl.NCCN1C(C)C(=O)NCC1-n1nc(nn1)c2ccc(cc2)S(=O)(=O)Cl,10.547307160417947,O=C1C2=C(C=C(C=O)C=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(cnc1)c2ccc(F)cc2,5.988158804548249
81,,,Cl.Cl.CC(N)c1nc2c(cccc2)n1,1.7997752765826676,OC(=O)c1oc(cc1)c2ccccc2,3.3599608174554394,O=C1C2=C(C=C(C=C2)N3CCC(C=O)CC3)CN1CCCC(O)=O-COc1cc2c(CC(N)C(O)=O)cnc2cc1,10.382250691456669,OC(CCC1=CC=NC(C2=CC=C(C=O)C=C2)=C1)=O-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,20.57323678549477,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1ccc(cc1)Cn2nccc2,10.195730255070684,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-Cl.NCc1ccc(cc1)CN2C(=O)C(C)(C)NC2=O-OC(=O)c1c2c(nnn2)cc(F)c1,5.988158804548249
82,,,Cl.Cl.NCc1nc(cs1)c2ncccc2,1.7997752765826676,OC(=O)C[C@H]1C(=O)N[C@@H](C)C(=O)N1,3.2920828211432083,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-Cl.NCC1=NC2=C(COCC2)C(=O)N1,10.382250691456669,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-OC(=O)c1nc(sc1)c2nccnc2,20.35667639827904,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cn(nn1)c2ccccc2,10.195730255070684,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cn(nc1C)c2c(F)cccc2,5.988158804548249
83,,,NCCC(c1ccccc1)c2ccccc2,1.7876555777504608,OC(=O)c1c2c(ccc1)nnn2,3.2920828211432083,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-COc1cc2c(CC(N)C(O)=O)cnc2cc1,10.148941687154272,O=C1C2=C(C=C(C=C2)N3CCC(C=O)CC3)CN1CCCC(O)=O-OC(=O)c1ccc(cc1)C2NC(=O)CCC2,20.35667639827904,Nc1ccc(cc1)C(C(F)(F)F)(O)C(F)(F)F-OC(=O)Cc1cc(F)c(Cl)cc1,10.195730255070684,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-Nc1cc(c(C)cc1)S(=O)(N)=O-OC(=O)C1CCCC1,5.988158804548249
84,,,N1CCN(CC1)C(=O)OC(C)(C)C,1.7694760295021512,N#Cc1c(cccc1)Sc2ccc(C(O)=O)cc2,3.2920828211432083,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-COc1cc2c(CC(N)C(O)=O)cnc2cc1,9.915632682851877,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-OC(=O)c1nc(sc1)c2nccnc2,20.140116011063306,NCCc1cnccc1-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,10.195730255070684,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-NCc1nc(sc1)c2sccc2-O=C1Nc2c(OC1)c(ccc2)C(O)=O,5.988158804548249
85,,,NCCNS(=O)(=O)c1c2c(cncc2)ccc1,1.7694760295021512,OC(=O)CC1C(=O)NC(=O)S1,3.2751133220651503,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-OC(=O)c1cc2c(ccc(N)c2)n1,9.56566917639828,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-CCCNS(=O)(=O)c1ccc(C(O)=O)cc1,20.140116011063306,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1c(C)nn(c1)c2ccccc2,10.195730255070684,O=C(O)CCCCC=O-NCc1nc(sc1)c2sccc2-OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,5.988158804548249
86,,,NCc1n2c(cccc2)nc1,1.763416180086048,OC(=O)c1sc(nc1)c2ncccc2,3.2581438229870927,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-COC(=O)C(N)Cc1c2c(ccc(OC)c2)nc1,9.44901467424708,OC(CCCN1CC2=C(C=CC(C#CC=O)=C2)C1=O)=O-OC(=O)C[C@H]1C(=O)N[C@@H](C)C(=O)N1,19.923555623847573,NCCNCc1ccccc1-OC(=O)CCC1C(=O)Nc2c(cccc2)C1,10.195730255070684,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-NCc1nc(sc1)c2sccc2-O=C1Nc2c(OC1)c(ccc2)C(O)=O,5.988158804548249
87,,,Cl.NCc1cc(ccn1)Oc2cc(F)c(F)cc2,1.757356330669945,O=S(Cl)(=O)c1ccc(cc1)Oc2ccccc2,3.2581438229870927,OC(CCCN1CC2=C(C=C(C=C2)N3CCC(C=O)CC3)C1=O)=O-COc1cc2c(CC(N)C(O)=O)cnc2cc1,9.44901467424708,O=C1C2=C(C=C(C=C2)C=O)CN1CCCC(O)=O-O=Cc1cc(ccc1)OC(C(O)=O)c2ccccc2,19.70699523663184,Cl.NCC1C(=O)Nc2c(cccc2)C1-COc1c(cccc1)n2cc(C(O)=O)cn2,10.195730255070684,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-CCN1[C@H](CN)CCC1-OC(=O)C(C)C1CC1,5.988158804548249
88,,,NCCc1ccc(cc1)OCc2n(C)ccn2,1.745236631837738,OC(=O)CCN1C(=O)c2c(ncn2)N(C)C1=O,3.1902658266748616,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-Cl.NCC1=NC2=C(COCC2)C(=O)N1,9.332360172095882,OC(CCCN(CC1=C2C=CC(C3=CC(C=O)=CC=C3)=C1)C2=O)=O-OC(=O)c1nc(sc1)c2nccnc2,19.273874462200368,CC(C)(C)OC(=O)N1CC(C1)C2CNCCC2-OC(=O)c1nc2c(cc1)C(=O)NC=C2,10.195730255070684,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Nc1ccc(cc1)Oc2c(Cl)cccc2-OC(=O)CC1C(=O)Nc2c(cccc2)SC1,5.988158804548249
89,,,CCC(C)Oc1ccc(N)cc1,1.745236631837738,OC(=O)c1sc(nc1)C2COCC2,3.173296327596804,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-COc1cc2c(CC(N)C(O)=O)cnc2cc1,9.332360172095882,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O-CCCNS(=O)(=O)c1ccc(C(O)=O)cc1,19.057314074984635,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(F)c(cc1)n2cncc2,9.84415334972342,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-c1ccc(cc1)n2cc(cn2)c3c(C(O)=O)cno3,5.988158804548249
90,,,CC(C)(C)OC(=O)Nc1cc2c(CNCC2)cc1,1.7391767824216349,OC(=O)c1c(oc(n1)c2ccccc2)C3CC3,3.173296327596804,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,9.332360172095882,OC(CCC(C=C1)=CC=C1C2=CN=C(C=O)C=C2)=O-OC(=O)c1ncc(cc1)c2occc2,19.057314074984635,Cl.O=C1CN(CCN1)c2c(N)cccn2-OC(=O)C1CN(C1)C(c2ccccc2)c3ccccc3,9.84415334972342,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-c1ccc(cc1)Cn2c(C)c(C(O)=O)c(C)n2,5.588948217578365
91,,,Cl.Cl.NC1CN(C1)C2SCCN=2,1.7331169330055316,COc1c(Cl)nc(nc1)c2ncccc2,3.139357329440688,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-Cl.CCOC(=O)C(N)CCc1nccnc1,9.332360172095882,O=C1C2=C(C=C(C=O)C=C2)N=C(C)N1CCCC(O)=O-OC(=O)c1nc(sc1)c2nccnc2,19.057314074984635,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cc(ccc1)n2nccc2,9.84415334972342,OC(CCC1=CC=NC(C2=CC=C(C=O)C=C2)=C1)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CN1C(=O)NC(CC1)c2ccccc2,5.588948217578365
92,,,CC(C)(C)OC(=O)Nc1cc2c(OCCNC2)cc1,1.7270570835894283,OC(=O)c1sc(nc1)c2nccnc2,3.139357329440688,OC(CCCC1=CC(C=O)=CC=C1)=O-Cl.NC[C@@H]1O[C@H](CC1)c2ccccc2,9.215705669944684,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,19.057314074984635,Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CN1C(=O)C(NC1=O)(C)c2ccccc2,9.492576444376152,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)CN1c2c(cccc2)OC(F)(F)C1=O,5.588948217578365
93,,,CC(C)(C)OC(=O)NCc1c2c(NCCC2)ccc1,1.720997234173325,OC(=O)CCc1oc(cn1)c2ccc(Cl)cc2,3.0375403349723418,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1=NC2=C(COCC2)C(=O)N1,9.215705669944684,OC(CCCN1CC2=C(C=CC=C2C#CC=O)C1=O)=O-OC(=O)c1nc2c(cc1)C(=O)NC=C2,18.19107252612169,Cl.COc1ccc(cc1)Oc2cc(CN)ccc2-OC(=O)c1nc2c(cc1)C(=O)NC=C2,9.492576444376152,OC(CCC(C=C1)=CN=C1C2=CC=C(C=O)C=C2)=O-CC(C)(C)OC(=O)NC1C2C1CCCCN2-O=C1Oc2c(C=C1)cc(cc2)S(=O)(=O)Cl,5.588948217578365
94,,,Cl.NCCn1cc(C(O)=O)nc1,1.714937384757222,OC(=O)c1c(C)n(c2nccnc2)c(C)c1,3.003601336816226,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-Cl.COC(=O)C(N)Cc1oc2c(cccc2)c1,9.215705669944684,OC(CCCN1CC2=C(C=CC(N3CCC(C=O)C3)=C2)C1=O)=O-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,17.97451213890596,CC(C)(C)OC(=O)N1CCC2(CCNCC2)CC1-O=C1Oc2c(ccc(S(=O)(=O)Cl)c2)N1,9.492576444376152,O=C(O)CCCCNC1=NN(C)C2=C1C=CC(C=O)=C2-NCc1nc(sc1)c2sccc2-OC(=O)c1c2c(ccc1)NC(=O)C(C)O2,5.588948217578365
95,,,CC(C)(C)OC(=O)N1CC(C1)C2CNCCC2,1.696757836508912,OC(=O)CN1C(=O)c2c(scc2)N=C1,3.003601336816226,O=C1C2=C(C=C(C=O)C=C2)N=NN1CCCC(O)=O-Nc1cc(nn1)c2occc2,9.099051167793483,OC(CCC(C=C1)=CN=C1C2=CC=C(C=O)C=C2)=O-OC(=O)c1nc(sc1)c2nccnc2,17.757951751690225,Cl.Cl.NCCc1nc(nn1)c2ccccc2-OC(=O)c1nc2c(cc1)C(=O)NC=C2,9.492576444376152,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1-COc1nc2c(cc1)nc(C=O)c2,5.588948217578365
96,,,Cl.NCc1ccc(cc1)Oc2ccc(F)cc2,1.6785782882606024,OC(=O)C1CC2C(=NNC(=O)C=2)CC1,2.935723340503995,O=C1C2=C(C=C(C=O)C=C2)N=C(C)N1CCCC(O)=O-OC(=O)c1cc2c(ccc(N)c2)n1,8.982396665642286,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-OC(=O)c1nc(sc1)c2nccnc2,17.757951751690225,Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1cnc(nc1)c2sccc2,9.492576444376152,O=C(O)CCCCNC1=NN(C)C2=C1C=CC(C=O)=C2-CC1CCN(CCN1)C(=O)OC(C)(C)C-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,5.588948217578365
97,,,CC(C)(C)OC(=O)Nc1c2c(CCNC2)ccc1,1.6725184388444991,OC(=O)CC1C(=O)Nc2c(cccc2)S1,2.935723340503995,O=C(N1CCCC(O)=O)C2=C3C1=CC=CC3=C(C=O)C=C2-Cl.NCC1C(=O)Nc2c(cccc2)C1,8.865742163491088,O=C1C2=C(C=C(N3CCC(C([H])=O)CC3)C=C2)N=C(C)N1CCCC(O)=O-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,17.757951751690225,Cl.Cl.NCC(c1ccccc1)c2nccn2-OC(=O)c1nc2c(cc1)C(=O)NC=C2,9.492576444376152,O=C1C2=C(C=CC(C=O)=C2)N=C(C)N1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-CCc1c(cno1)C(O)=O,5.588948217578365
98,,,CC(C)(C)OC(=O)Nc1cc(ccc1)C2CCNCC2,1.666458589428396,O=Cc1csnn1,2.9017843423478795,O=C(O)CCC1=CC=CC(C2=CN=C(C=O)C=C2)=C1-OC(=O)c1cc2c(ccc(N)c2)n1,8.63243315918869,O=C1C2=C(C=CC(N3CCC(C=O)C3)=C2)CN1CCCC(O)=O-O=C=N[C@@H](C)c1ccccc1,17.541391364474492,Cl.NCCN1c2c(cccc2)NS1(=O)=O-OC(=O)CCC1C(=O)Nc2c(cccc2)C1,9.140999539028888,O=C(N1CCC(C=O)CC1)C2=CC=C(N3CCCN(CCCCCC(O)=O)C3=O)C=C2-CC(C)(C)OC(=O)N1[C@H]2[C@H](CNC2)CCC1-OC(=O)C1CCN(CC1)c2n3c(nnn3)cnc2,5.588948217578365
99,,,Nc1cc2c(cc1)n(nc2)Cc3ccccc3,1.6422191917639828,OC(=O)c1cc2c(cccc2)nn1,2.816936846957591,O=C1C2=C(C=C(C=O)C=C2)N=NN1CCCC(O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1,8.63243315918869,OC(CCC(C=C1)=CC=C1C2=CC=C(C=O)C=N2)=O-OC(=O)c1nc(sc1)c2nccnc2,17.541391364474492,Cl.NCC1C(=O)Nc2c(cccc2)C1-OC(=O)C1=NN(C(=O)CC1)c2ccccc2,9.140999539028888,OC(CCCN1CC2=C(C=C(C=C2)C=O)C1=O)=O-Cl.NCC1C(=O)Nc2c(cccc2)C1-O=Cc1n(C)nc(c1)c2ccccc2,5.588948217578365
